やぼったい,ヤボッタイ
原住民,ゲンジュウミン
寸陰,スンイン
祖国,ソコク
林業,リンギョウ
道学,ドウガク
ルックス,ルックス
偽書,ギショ
酷寒,コッカン
沙羅双樹,サラソウジュ
禿,カムロ
禿,ハゲ
禿,カブロ
粗笨,ソホン
段鼻,ダンバナ
十薬,ジュウヤク
丁付,チョウヅケ
セクター,セクター
絨緞,ジュウタン
ケーキ,ケーキ
泊地,ハクチ
ちゃめ,チャメ
データリンク,データリンク
煎餅,センベイ
しめ,シメ
チャラ,チャラ
オールマイティー,オールマイティー
ばん,バン
オンチ,オンチ
町制,チョウセイ
おんなじ,オンナジ
ラマ,ラマ
カート,カート
山間,サンカン
山間,ヤマアイ
真田,サナダ
流れ,ナガレ
わけ目,ワケメ
宸筆,シンピツ
ウィンナ,ウィンナ
やとな,ヤトナ
靭帯,ジンタイ
重言,ジュウゲン
春本,シュンポン
一女,イチジョ
お捻り,オヒネリ
原理,ゲンリ
藁打ち,ワラウチ
詔書,ショウショ
色揚,イロアゲ
諭旨,ユシ
鵤,イカル
桟道,サンドウ
平坦,ヘイタン
常節,トコブシ
紫苑,シオン
金木犀,キンモクセイ
読み応え,ヨミゴタエ
虎刈り,トラガリ
晴れ姿,ハレスガタ
国務,コクム
次回,ジカイ
詫び言,ワビゴト
山辺,ヤマベ
鼻屎,ハナクソ
部屋割,ヘヤワリ
帳合,チョウアイ
ぬか星,ヌカボシ
鰐鮫,ワニザメ
隈取,クマドリ
斜文,シャモン
上略,ジョウリャク
囲い,カコイ
歴史,レキシ
形状,ケイジョウ
糞落着き,クソオチツキ
帯封,オビフウ
玉総,タマブサ
多角錐,タカクスイ
ターニングポイント,ターニングポイント
アフリカーナー,アフリカーナー
いただき,イタダキ
未開,ミカイ
アセンブラ,アセンブラ
押取刀,オットリガタナ
炎々,エンエン
マト,マト
口過ぎ,クチスギ
義人,ギジン
暗たん,アンタン
夫婦連れ,フウフヅレ
ひとたび,ヒトタビ
暴力団,ボウリョクダン
口当たり,クチアタリ
ガキ,ガキ
身柄,ミガラ
上作,ジョウサク
青畳,アオダタミ
途端,トタン
退けぎわ,ヒケギワ
南口,ミナミグチ
マンドリン,マンドリン
脳貧血,ノウヒンケツ
一筋,ヒトスジ
長歌,ナガウタ
長歌,チョウカ
半人足,ハンニンソク
鼠咬症,ソコウショウ
謎謎,ナゾナゾ
みず穂,ミズホ
メバル,メバル
女殺し,オンナゴロシ
加害,カガイ
二時,ニジ
西北,セイホク
従犯,ジュウハン
それなり,ソレナリ
舵手,ダシュ
スリット,スリット
無理往生,ムリオウジョウ
廂,ヒサシ
ごみ浚い,ゴミサライ
晩熟,バンジュク
別種,ベッシュ
尊者,ソンジャ
京おんな,キョウオンナ
葡萄,ブドウ
いちい,イチイ
温色,オンショク
立ち枯れ,タチガレ
言継ぎ,イイツギ
貴店,キテン
円頂黒衣,エンチョウコクイ
インフラ,インフラ
高調子,タカチョウシ
水禽,スイキン
朽葉,クチバ
傍杖,ソバヅエ
また上,マタウエ
美名,ビメイ
祀り,マツリ
緩斜地,カンシャチ
百科,ヒャッカ
眉唾もの,マユツバモノ
起上り小法師,オキアガリコボシ
解像力,カイゾウリョク
縁組,エングミ
能無し,ノウナシ
厚恩,コウオン
ペンギン,ペンギン
風土記,フドキ
強じん,キョウジン
色情,シキジョウ
縫込み,ヌイコミ
胸中,キョウチュウ
スケジュールファイル,スケジュールファイル
八目鰻,ヤツメウナギ
栄枯,エイコ
金敷,カナシキ
急呈,キュウテイ
真善美,シンゼンビ
雑纂,ザッサン
点点,テンテン
協奏,キョウソウ
心療,シンリョウ
小間,コマ
陽動,ヨウドウ
アルミニウム,アルミニウム
アルミニウム,アルミニウム
口上,コウジョウ
絵描き,エカキ
証拠,ショウコ
両損,リョウソン
報賞,ホウショウ
琥珀,コハク
みつまた,ミツマタ
荒れ地,アレチ
不平等,フビョウドウ
テンジクアオイ,テンジクアオイ
中性子,チュウセイシ
山羊鬚,ヤギヒゲ
赤道,セキドウ
ミストラル,ミストラル
寸々,スンズン
狐狸,コリ
お見逸れ,オミソレ
風鳥,フウチョウ
有難味,アリガタミ
魂迎え,タマムカエ
太陽光,タイヨウコウ
銅鏡,ドウキョウ
利器,リキ
郎子,イラツコ
砿石,コウセキ
塩竃,シオガマ
不知案内,フチアンナイ
雄鳥,オンドリ
アドレシング,アドレシング
被虐,ヒギャク
自制心,ジセイシン
引写し,ヒキウツシ
ブロー,ブロー
皇儲,コウチョ
芸術,ゲイジュツ
絎台,クケダイ
ベースボール,ベースボール
ぱちんこ,パチンコ
悪達者,ワルダッシャ
ホスピス,ホスピス
小百姓,コビャクショウ
インキスタンド,インキスタンド
寄付行為,キフコウイ
禅話,ゼンワ
高音,コウオン
高音,タカネ
木炭,モクタン
背理法,ハイリホウ
活気,カッキ
霊宝,レイホウ
カタバミ,カタバミ
徒刑,トケイ
受け手,ウケテ
出来ごと,デキゴト
水しぶき,ミズシブキ
褒詞,ホウシ
言語,ゲンゴ
言語,ゴンゴ
日嗣,ヒツギ
薯,イモ
石畳,イシダタミ
諸色,ショシキ
シーラカンス,シーラカンス
水飼い,ミズカイ
太夫元,タユウモト
毎歳,マイサイ
児戯,ジギ
賀春,ガシュン
造化,ゾウカ
海人,アマ
噺,ハナシ
水茶屋,ミズチャヤ
船着,フナツキ
悔い,クイ
キリギリス,キリギリス
右隅,ミギスミ
王師,オウシ
ホームルーム,ホームルーム
ティーンエージャー,ティーンエージャー
明眸,メイボウ
続けざま,ツヅケザマ
平身,ヘイシン
おなか,オナカ
刑余,ケイヨ
境界,キョウカイ
裁物,タチモノ
艷種,ツヤダネ
万博,バンパク
スルー,スルー
乱数,ランスウ
各々,オノオノ
ジャスト,ジャスト
略式,リャクシキ
貞婦,テイフ
錫,スズ
上使,ジョウシ
あゆ,アユ
籾糠,モミヌカ
焼金,ヤキガネ
ブラウンソース,ブラウンソース
月白,ツキシロ
野望,ヤボウ
両脚,リョウキャク
ポメロ,ポメロ
一紙半銭,イッシハンセン
吾妹子,ワギモコ
鐘楼,シュロウ
鐘楼,ショウロウ
媒材,バイザイ
血潮,チシオ
作り付け,ツクリツケ
抜足,ヌキアシ
本邸,ホンテイ
ホログラフィ,ホログラフィ
片流れ,カタナガレ
階段,カイダン
歌業,カギョウ
バラライカ,バラライカ
多胎,タタイ
エフエム放送,エフエムホウソウ
上がり框,アガリカマチ
水道,スイドウ
厚志,コウシ
叱声,シッセイ
鉄砧雲,カナトコグモ
のけ者,ノケモノ
本部,ホンブ
甘味噌,アマミソ
シンパ,シンパ
丁字帯,テイジタイ
ゴミ箱,ゴミバコ
ふろ,フロ
パー,パー
真蛸,マダコ
末寺,マツジ
数えあげ,カゾエアゲ
礼返し,レイガエシ
フロリン,フロリン
堂塔,ドウトウ
万両,マンリョウ
新曲,シンキョク
酢だこ,スダコ
聞伝え,キキヅタエ
しょうぶ湯,ショウブユ
定型,テイケイ
御会式,オエシキ
縦穴,タテアナ
聖楽,セイガク
盆景,ボンケイ
パロチン,パロチン
次長,ジチョウ
ちょん,チョン
かぎ裂き,カギザキ
軽々,ケイケイ
食い上げ,クイアゲ
呼び子,ヨビコ
書院造り,ショインヅクリ
初歩,ショホ
泥まみれ,ドロマミレ
不軌,フキ
すべり台,スベリダイ
打物,ウチモノ
軍歌,グンカ
ヨードチンキ,ヨードチンキ
ちょうちん持ち,チョウチンモチ
市井,シセイ
複素数,フクソスウ
買い,カイ
はえ,ハエ
メジシンボール,メジシンボール
寒靄,カンアイ
輪袈裟,ワゲサ
客商売,キャクショウバイ
官邸,カンテイ
橙色,ダイダイイロ
要目,ヨウモク
アマ,アマ
悪漢,アッカン
同義語,ドウギゴ
虹,ニジ
氷砂糖,コオリザトウ
角砂糖,カクザトウ
水ぎわ,ミズギワ
プロセント,プロセント
上っぱり,ウワッパリ
寒晒し,カンザラシ
過少,カショウ
椋鳥,ムクドリ
被管,ヒカン
態勢,タイセイ
祥月,ショウツキ
本署,ホンショ
師,シ
折れくぎ,オレクギ
起電,キデン
盂蘭盆会,ウラボンエ
儒者,ジュシャ
棋界,キカイ
ガホウ,ガホウ
終わり値,オワリネ
戸別,コベツ
愚問,グモン
凸,トツ
悪戯,アクギ
牛殺し,ウシコロシ
悪行,アクギョウ
悪行,アッコウ
プロレタリアート,プロレタリアート
模,カタギ
回,カイ
呉絽,ゴロ
物見,モノミ
跳ねっ返り,ハネッカエリ
冑,カブト
鉄砲玉,テッポウダマ
おおがい,オオガイ
賜,タマモノ
犯意,ハンイ
島内,トウナイ
連語,レンゴ
天竺浪人,テンジクロウニン
忘れがたみ,ワスレガタミ
尺八,シャクハチ
爪革,ツマカワ
食料,ショクリョウ
富嶽,フガク
タンタル,タンタル
ベンベルグ,ベンベルグ
アイツ,アイツ
尾の上,オノエ
歳の市,トシノイチ
マクロコスモス,マクロコスモス
なげし,ナゲシ
キャリア・ウーマン,キャリアウーマン
怨みつらみ,ウラミツラミ
臨休,リンキュウ
がちゃがちゃ,ガチャガチャ
一義,イチギ
エレメント,エレメント
毛槍,ケヤリ
無賃,ムチン
古層,コソウ
女たらし,オンナタラシ
対日,タイニチ
生蕎麦,キソバ
旅回り,タビマワリ
不格好,ブカッコウ
木の葉蝶,コノハチョウ
世故,セコ
おとな,オトナ
博労,バクロウ
打紐,ウチヒモ
年輩,ネンパイ
菜の花,ナノハナ
残り,ノコリ
アユ,アユ
神憑り,カミガカリ
豆汁,ゴ
見性,ケンショウ
押し込み,オシコミ
人糞,ジンプン
風しん,フウシン
樺,カバ
アイガモ,アイガモ
西洋,セイヨウ
振りそで,フリソデ
面々,メンメン
渦巻き,ウズマキ
役付き,ヤクヅキ
立ち入り,タチイリ
代名詞,ダイメイシ
宅地,タクチ
射距離,シャキョリ
笑いごと,ワライゴト
家臣,カシン
札束,サツタバ
虫けら,ムシケラ
腕きき,ウデキキ
詞,シ
詞,コトバ
宿無し,ヤドナシ
増分パラメタ,ゾウブンパラメタ
無祿,ムロク
酒蔵,サカグラ
拍子,ヒョウシ
王城,オウジョウ
遺稿,イコウ
切子灯篭,キリコドウロウ
山々,ヤマヤマ
アカメイモ,アカメイモ
気狂い沙汰,キチガイザタ
富士絹,フジギヌ
シンボル,シンボル
瀑布,バクフ
アカガイ,アカガイ
トランス,トランス
鉄板焼,テッパンヤキ
万人向き,マンニンムキ
父老,フロウ
ジンタ,ジンタ
石敲き,イシタタキ
一神教,イッシンキョウ
ひと筋縄,ヒトスジナワ
詩才,シサイ
いざよい,イザヨイ
骨絡み,ホネガラミ
抛物線,ホウブツセン
おみなえし,オミナエシ
閣老,カクロウ
インチ,インチ
後裔,コウエイ
漁撈,ギョロウ
車海老,クルマエビ
敵同士,カタキドウシ
海老根,エビネ
八重葎,ヤエムグラ
病菌,ビョウキン
幾ばく,イクバク
舌先三寸,シタサキサンズン
松茸,マツタケ
晨鶏,シンケイ
太鼓持,タイコモチ
南殿,ナンデン
線分,センブン
しか,シカ
前項,ゼンコウ
冷然,レイゼン
どんこ,ドンコ
跡式,アトシキ
鉄道,テツドウ
筥迫,ハコセコ
ちょ突猛進,チョトツモウシン
染替え,ソメカエ
なべ,ナベ
元結,モトユイ
怏々,オウオウ
劣後,レツゴ
すたれ物,スタレモノ
タイツ,タイツ
熱帯魚,ネッタイギョ
ターボジェット,ターボジェット
カバ,カバ
敢然,カンゼン
食いだめ,クイダメ
直音,チョクオン
聖地,セイチ
薩摩守,サツマノカミ
錯簡,サッカン
裏番組,ウラバングミ
荷受け人,ニウケニン
むぎ,ムギ
歌合戦,ウタガッセン
男もの,オトコモノ
華鬘,ケマン
カカン,カカン
英俊,エイシュン
持ち時間,モチジカン
薬研,ヤゲン
通運,ツウウン
垂心,スイシン
納所,ナッショ
チューナ,チューナ
深成岩,シンセイガン
願行,ガンギョウ
野老,トコロ
抑揚,ヨクヨウ
食い違い,クイチガイ
マンガン,マンガン
蟻塚,アリヅカ
猛毒,モウドク
垂れ髪,タレガミ
趣,オモムキ
おおぐま,オオグマ
酒糟,サケカス
片言,カタコト
片言,ヘンゲン
蜷,ニナ
丸干,マルボシ
余香,ヨコウ
かぶとむし,カブトムシ
ニューモデル,ニューモデル
下肥,シモゴエ
サメ,サメ
雪見,ユキミ
品薄,シナウス
カササギ,カササギ
韻文,インブン
公定歩合,コウテイブアイ
清酒,セイシュ
平屋,ヒラヤ
温柔,オンジュウ
藁灰,ワラバイ
競べ,クラベ
ビジョン,ビジョン
銀砂子,ギンスナゴ
見料,ケンリョウ
餬口,ココウ
シリンダーヘッド,シリンダーヘッド
金無垢,キンムク
姻戚,インセキ
火食鳥,ヒクイドリ
ほのか,ホノカ
医術,イジュツ
交通まひ,コウツウマヒ
合縁機縁,アイエンキエン
千草,チグサ
遊ばせ言葉,アソバセコトバ
掲示板,ケイジバン
見積,ミツモリ
神子,ミコ
塵芥,ゴミ
塵芥,チリアクタ
塵芥,ジンカイ
背もたれ,セモタレ
ひよみのとり,ヒヨミノトリ
鉱床,コウショウ
ロスタイム,ロスタイム
病名,ビョウメイ
俗歌,ゾッカ
このまま,コノママ
歓楽,カンラク
穂先,ホサキ
兼合い,カネアイ
売食い,ウリグイ
一枚かわ,イチマイカワ
尸位素餐,シイソサン
河太郎,カワタロウ
藁しべ,ワラシベ
玉体,ギョクタイ
エコ,エコ
半襟,ハンエリ
争訟,ソウショウ
同腹,ドウフク
ネットワーク,ネットワーク
右寄り,ミギヨリ
三頭政治,サントウセイジ
唯今,タダイマ
緑柱玉,リョクチュウギョク
シロウオ,シロウオ
賢者,ケンジャ
杉山,スギヤマ
りつ,リツ
別線,ベツセン
ホッチキス,ホッチキス
総状,ソウジョウ
蜉蝣,カゲロウ
蜉蝣,フユウ
空列,クウレツ
本位,ホンイ
当課,トウカ
麻黄,マオウ
宿志,シュクシ
火加減,ヒカゲン
まぐろ,マグロ
端山,ハヤマ
洋舞,ヨウブ
逆理,ギャクリ
待人,マチビト
電機,デンキ
山葵,ワサビ
両脚規,リョウキャッキ
リャン,リャン
生き神,イキガミ
手相,テソウ
濃度,ノウド
建物,タテモノ
冊子,サッシ
冊子,ソウシ
悔み,クヤミ
カテーテル,カテーテル
骨盤,コツバン
飄客,ヒョウカク
しけ糸,シケイト
砥の粉,トノコ
辰巳上り,タツミアガリ
蛮行,バンコウ
なごやおび,ナゴヤオビ
ホームページ,ホームページ
鉄砲百合,テッポウユリ
酒浸り,サケビタリ
ハウス,ハウス
ターンアラウンド,ターンアラウンド
山手,ヤマノテ
山手,ヤマテ
名識,メイシキ
大回転,ダイカイテン
権謀術数,ケンボウジュッスウ
心境,シンキョウ
気孔,キコウ
御札,オフダ
仰せ,オオセ
逸聞,イツブン
湯本,ユモト
リアリズム,リアリズム
山繭,ヤママユ
身の毛,ミノケ
新館,シンカン
願,ガン
願,ネガイ
直々,ジキジキ
茶がら,チャガラ
外米,ガイマイ
起源,キゲン
清元,キヨモト
婦女,フジョ
ヒマラヤすぎ,ヒマラヤスギ
忍草,シノブグサ
鼓膜,コマク
カナダドル,カナダドル
果報,カホウ
猛暑,モウショ
双対,ソウツイ
イガイ,イガイ
詮方,センカタ
目医者,メイシャ
真言宗,シンゴンシュウ
無作法,ブサホウ
自画,ジガ
特急,トッキュウ
租税,ソゼイ
金紋,キンモン
茶漬け,チャヅケ
精強,セイキョウ
半径,ハンケイ
